"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3070000","2015","0001","20151002","20151208","화통집(성북구청점)","서울특별시 성북구 보문로 149 1층 (삼선동5가)","서울특별시 성북구 삼선동5가  291번지 1호  1층","3070000-101-2015-00170","한식","소머리국밥","103.50","삼선동","",""
"3070000","2015","0007","20151002","20151208","해미수산","서울특별시 성북구 종암로21길 53 (종암동1층)","서울특별시 성북구 종암동  83번지 6호  1층","3070000-101-2010-00214","한식","회정식","108.00","종암동","상수도전용","02  922 7471"
"3070000","2015","0011","20151002","20151208","장운산꽃게","서울특별시 성북구 오패산로 12 (하월곡동2627)","서울특별시 성북구 하월곡동  67번지 13호  2627","3070000-101-1996-02121","한식","꽃게무침","47.94","월곡제1동","상수도전용","02 9427735"
"3070000","2015","0006","20151002","20151208","대왕참치","서울특별시 성북구 종암로19길 6 2층 (종암동)","서울특별시 성북구 종암동  70번지 1호  ","3070000-101-2014-00043","일식","참치회 정식","122.10","종암동","상수도전용","02  921 3785"
"3070000","2015","0010","20151002","20151208","석계 창신동 매운족발 1호점","서울특별시 성북구 한천로78길 57 (석관동지상1층)","서울특별시 성북구 석관동  133번지 57호  지상1층","3070000-101-2010-00329","한식","매운족발","85.49","석관동","","02  966 9923"
"3070000","2015","0001","20151002","20151208","구어줘 양대창집","서울특별시 성북구 보문로 149 1층 (삼선동5가)","서울특별시 성북구 삼선동5가  291번지 1호  1층","3070000-101-2015-00170","한식","소머리국밥","103.50","삼선동","",""
"3070000","2014","0007","20141029","20141218","조선화로구이","서울특별시 성북구 북악산로 851 상가동 204205206호 (정릉동 e-편한세상)","서울특별시 성북구 정릉동  1035번지 6호 상가 e-편한세상-204~206","3070000-101-2012-00236","한식","","143.21","정릉제1동","",""
"3070000","2014","0010","20141029","20141218","돈까스캠프","서울특별시 성북구 솔샘로 73-8 (정릉동)","서울특별시 성북구 정릉동  292번지 12호  ","3070000-101-2012-00315","경양식","","163.57","정릉제4동","",""
"3070000","2014","0007","20141029","20141218","조선화로구이","서울특별시 성북구 북악산로 851 상가동 204205206호 (정릉동 e-편한세상)","서울특별시 성북구 정릉동  1035번지 6호 상가 e-편한세상-204~206","3070000-101-2012-00236","한식","","143.21","정릉제1동","",""
"3070000","2014","0005","20141029","20141218","신)마포갈매기정릉점","서울특별시 성북구 보국문로 54-1 (정릉동(지상1층))","서울특별시 성북구 정릉동  401번지 2호  (지상1층)","3070000-101-2011-00295","기타","","125.30","정릉제1동","",""
"3070000","2014","0005","20141029","20141218","신)마포갈매기정릉점","서울특별시 성북구 보국문로 54-1 (정릉동(지상1층))","서울특별시 성북구 정릉동  401번지 2호  (지상1층)","3070000-101-2011-00295","기타","","125.30","정릉제1동","",""
"3070000","2014","0002","20141029","20141218","씽푸","서울특별시 성북구 동소문로10길 6 (동소문동3가)","서울특별시 성북구 동소문동3가  25번지  ","3070000-101-2013-00161","중국식","","66.00","삼선동","",""
"3070000","2014","0003","20141029","20141218","어촌","서울특별시 성북구 성북로4길 52 (돈암동 한신한진@스포츠센타 5105호)","서울특별시 성북구 돈암동  609번지 1호  한신한진@스포츠센타 5105호","3070000-101-2013-00113","한식","","66.78","돈암제2동","","02  927 6095"
"3070000","2014","0005","20141029","20141218","미각아구동태탕","서울특별시 성북구 보국문로 54-1 (정릉동(지상1층))","서울특별시 성북구 정릉동  401번지 2호  (지상1층)","3070000-101-2011-00295","기타","","125.30","정릉제1동","",""
"3070000","2014","0005","20141029","20141218","미각아구동태탕","서울특별시 성북구 보국문로 54-1 (정릉동(지상1층))","서울특별시 성북구 정릉동  401번지 2호  (지상1층)","3070000-101-2011-00295","기타","","125.30","정릉제1동","",""
"3070000","2014","0008","20141029","20141218","장충당 월곡점","서울특별시 성북구 장월로1길 106 (하월곡동외2필지 (지상1층))","서울특별시 성북구 하월곡동  20번지 4호  외2필지 (지상1층)","3070000-101-2008-00140","기타","","145.00","월곡제1동","상수도전용",""
"3070000","2014","0008","20141029","20141218","장충당 월곡점","서울특별시 성북구 장월로1길 106 (하월곡동외2필지 (지상1층))","서울특별시 성북구 하월곡동  20번지 4호  외2필지 (지상1층)","3070000-101-2008-00140","기타","","145.00","월곡제1동","상수도전용",""
"3070000","2014","0008","20141029","20141218","대포항회집","서울특별시 성북구 장월로1길 106 (하월곡동외2필지 (지상1층))","서울특별시 성북구 하월곡동  20번지 4호  외2필지 (지상1층)","3070000-101-2008-00140","기타","","145.00","월곡제1동","상수도전용",""
"3070000","2014","0008","20141029","20141218","대포항회집","서울특별시 성북구 장월로1길 106 (하월곡동외2필지 (지상1층))","서울특별시 성북구 하월곡동  20번지 4호  외2필지 (지상1층)","3070000-101-2008-00140","기타","","145.00","월곡제1동","상수도전용",""
"3070000","2014","0011","20141029","20141218","성가네낙지마을","서울특별시 성북구 화랑로 236 (석관동)","서울특별시 성북구 석관동  343번지 19호  ","3070000-101-2013-00145","한식","","269.92","석관동","",""
"3070000","2013","0003","20131107","20131223","채화정&청정","서울특별시 성북구 오패산로3길 9 (하월곡동)","서울특별시 성북구 하월곡동  90번지 2062호  ","3070000-101-2000-10652","한식","낙지볶음 샤브샤브","294.67","월곡제1동","상수도전용","02 9128333"
"3070000","2013","0003","20131107","20131223","채화정","서울특별시 성북구 오패산로3길 9 (하월곡동)","서울특별시 성북구 하월곡동  90번지 2062호  ","3070000-101-2000-10652","한식","낙지볶음 샤브샤브","294.67","월곡제1동","상수도전용","02 9128333"
"3070000","2013","0013","20131104","20131223","채움늘","서울특별시 성북구 정릉로9길 36 (정릉동)","서울특별시 성북구 정릉동  852번지 12호  ","3070000-101-2001-11335","한식","쌀국수","115.50","정릉제3동","상수도전용","02  910 8182"
"3070000","2013","0001","20131104","20131223","한근더한근","서울특별시 성북구 한천로 605 101호 (장위동 태산빌딩)","서울특별시 성북구 장위동  45번지 1호  ","3070000-101-2000-10095","한식","순대국","257.88","장위제3동","상수도전용","02 9188999"
"3070000","2013","0007","20131104","20131223","오샬(OTSAL)","서울특별시 성북구 인촌로24길 6 (안암동5가(3층))","서울특별시 성북구 안암동5가  146번지 5호  (3층)","3070000-101-2008-00324","경양식","인도요리","135.90","안암동","상수도전용","0260846527"
"3070000","2012","0006","20130121","20121206","청록원","서울특별시 성북구 솔샘로1길 19 (정릉동)","서울특별시 성북구 정릉동  674번지 3호  ","3070000-101-2011-00161","한식","갈비","95.70","정릉제1동","","02  955 0550"
"3070000","2012","0009","20121203","20121206","초림정","서울특별시 성북구 동소문로 181 (돈암동 101호)","서울특별시 성북구 돈암동  48번지 4호  ","3070000-101-2012-00011","중국식","탕수육","247.50","돈암제1동","","02  953 8808"
"3070000","2012","0003","20121203","20121206","동해해물탕","서울특별시 성북구 삼선교로 75-1 (삼선동4가(1층))","서울특별시 성북구 삼선동4가  312번지  (1층)","3070000-101-2010-00302","한식","해물탕","65.73","삼선동","","02  929 9615"
"3070000","2011","0004","20110930","20111114","해송","서울특별시 성북구 동소문로20길 37-10 (동선동1가외1필지(70) 2층)","서울특별시 성북구 동선동1가  69번지  외1필지(70) 2층","3070000-101-2006-00176","일식","매운탕","74.58","동선동","상수도전용",""
"3070000","2010","1018","20100610","20100727","베나레스(Benares)","서울특별시 성북구 인촌로24길 27 (안암동5가)","서울특별시 성북구 안암동5가  102번지 59호  ","3070000-101-2008-00151","경양식","카레","78.54","안암동","상수도전용","02  921 9982"
"3070000","2010","1021","20100610","20100727","맛깔참죽(정릉점)","서울특별시 성북구 정릉로 276 (정릉동)","서울특별시 성북구 정릉동  139번지 3호  ","3070000-101-2009-00374","한식","죽","32.59","정릉제1동","상수도전용",""
"3070000","2010","1012","20100610","20100727","삽교원조두리곱창","서울특별시 성북구 장월로1길 57 (상월곡동)","서울특별시 성북구 상월곡동  57번지 3호  ","3070000-101-2005-00153","회집","생선회","92.40","월곡제2동","","02 9114881"
"3070000","2010","1002","20100610","20100727","성북동참치","서울특별시 성북구 성북로 22 (성북동)","서울특별시 성북구 성북동  184번지 86호  ","3070000-101-1990-01089","일식","참치회","56.48","성북동","상수도전용","02 6763252"
"3070000","2010","1007","20100610","20100727","안동할매청국장","서울특별시 성북구 성북로5길 9-3 (성북동1가(1층))","서울특별시 성북구 성북동1가  35번지 8호  (1층)","3070000-101-1998-06462","한식","청국장","99.00","성북동","상수도전용","02 7438104"
"3070000","2010","1014","20100610","20100727","무등산참숯갈비","서울특별시 성북구 개운사길 15 (안암동5가왕림빌딩1층)","서울특별시 성북구 안암동5가  101번지 16호  왕림빌딩1층","3070000-101-2007-00317","한식","소갈비","181.80","안암동","상수도전용","02 9250062"
"3070000","2010","1005","20100610","20100727","큰대문집","서울특별시 성북구 종암로14길 6-21 (종암동)","서울특별시 성북구 종암동  10번지 60호  ","3070000-101-1995-01965","한식","갈비탕","79.35","종암동","상수도전용","02 9130901"
"3070000","2010","1010","20100610","20100727","성북동섭지코지","서울특별시 성북구 성북로 118-5 (성북동)","서울특별시 성북구 성북동  97번지 24호  ","3070000-101-2003-00257","회집","초밥생선회","203.58","성북동","상수도전용","0236735600"
"3070000","2010","1009","20100610","20100727","화로구이조선","서울특별시 성북구 종암로 129 (종암동)","서울특별시 성북구 종암동  3번지 1342호  ","3070000-101-2003-00189","한식","돼지갈비","704.00","종암동","상수도전용","02 9538805"
"3070000","2009","0919","20090605","20090727","가재야","서울특별시 성북구 보문로 163 (삼선동5가)","서울특별시 성북구 삼선동5가  298번지 14호  ","3070000-101-2007-00144","기타","바닷가재","132.00","삼선동","상수도전용","02 9535545"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 (장위동)","서울특별시 성북구 장위동  74번지 50호  ","3070000-101-2007-00030","한식","활어회","499.00","장위제2동","상수도전용","02 916 7733"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 2층 (장위동)","서울특별시 성북구 장위동  74번지 50호  2층","3070000-101-2007-00030","한식","활어회","499.00","장위제1동","상수도전용","02 916 7733"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 (장위동)","서울특별시 성북구 장위동  74번지 50호  ","3070000-101-2007-00030","한식","활어회","499.00","장위제2동","상수도전용","02 916 7733"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 (장위동)","서울특별시 성북구 장위동  74번지 50호  ","3070000-101-2007-00030","한식","활어회","261.97","장위제2동","상수도전용","02 916 7733"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 2층 (장위동)","서울특별시 성북구 장위동  74번지 50호  2층","3070000-101-2007-00030","한식","활어회","499.00","장위제1동","상수도전용","02 916 7733"
"3070000","2009","0918","20090605","20090727","한우설렁탕","서울특별시 성북구 삼선교로 85 (삼선동4가(1층))","서울특별시 성북구 삼선동4가  332번지  (1층)","3070000-101-2008-00311","한식","한정식","346.04","삼선동","상수도전용","02  926 7766"
"3070000","2009","0921","20090605","20090727","더씨(The C)","서울특별시 성북구 개운사길 8 (안암동5가 외5필지 2층)","서울특별시 성북구 안암동5가  101번지 3호  ","3070000-101-2008-00043","중국식","중식세트메뉴","398.07","안암동","상수도전용","02  929 1259"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 2층 (장위동)","서울특별시 성북구 장위동  74번지 50호  2층","3070000-101-2007-00030","한식","활어회","261.97","장위제1동","상수도전용","02 916 7733"
"3070000","2009","0903","20090605","20090727","본죽&비빔밥 고려대점","서울특별시 성북구 고려대로 90 (안암동5가)","서울특별시 성북구 안암동5가  146번지 18호  ","3070000-101-1998-06440","한식","죽","54.70","안암동","상수도전용","02 9217921"
"3070000","2009","0922","20090605","20090727","향나무집","서울특별시 성북구 인촌로22길 5 (안암동5가)","서울특별시 성북구 안암동5가  146번지 7호  ","3070000-101-2008-00073","한식","소갈비등심","239.67","안암동","상수도전용","02  929 0720"
"3070000","2009","0917","20090605","20090727","곰탕집","서울특별시 성북구 동소문로17길 1 (동소문동6가(지상1층))","서울특별시 성북구 동소문동6가  107번지  (지상1층)","3070000-101-2008-00087","한식","곰탕","209.36","동선동","상수도전용","0260825506"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 (장위동)","서울특별시 성북구 장위동  74번지 50호  ","3070000-101-2007-00030","한식","활어회","261.97","장위제2동","상수도전용","02 916 7733"
"3070000","2009","0923","20090605","20090727","갈비둥지 어해랑","서울특별시 성북구 장위로 145 2층 (장위동)","서울특별시 성북구 장위동  74번지 50호  2층","3070000-101-2007-00030","한식","활어회","261.97","장위제1동","상수도전용","02 916 7733"
"3070000","2008","0821","20080701","20080829","순두부와빈대떡마을","","서울특별시 성북구 동선동1가  46번지 1호  ","3070000-101-2006-00245","한식","보쌈청국장","192.63","동선동","상수도전용","02 9294113"
"3070000","2008","0820","20080701","20080829","조마루뼈다귀전문점","서울특별시 성북구 화랑로 262 (석관동)","서울특별시 성북구 석관동  238번지 4호  ","3070000-101-1991-04063","한식","감자탕","95.30","석관동","상수도전용","0209696953"
"3070000","2008","0821","20080701","20080829","최네집부대찌개","","서울특별시 성북구 동선동1가  46번지 1호  ","3070000-101-2006-00245","한식","보쌈청국장","192.63","동선동","상수도전용","02 9294113"
"3070000","2007","0002","20070628","20071112","국화정원","","서울특별시 성북구 성북동  266번지 2호  264267-2","3070000-101-2005-00249","한식","한정식","154.86","성북동","상수도전용","02 7410020"
"3070000","2007","0006","20070625","20071112","채선당샤브&월남쌈&쭈꾸미&육회","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당(길음점)","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당(길음점)","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당(길음점)","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당 길음점","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당 길음점","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당 길음점","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당샤브&월남쌈&쭈꾸미&육회","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2007","0006","20070625","20071112","채선당샤브&월남쌈&쭈꾸미&육회","서울특별시 성북구 정릉로 376 (돈암동외2필지(-7-9))","서울특별시 성북구 돈암동  625번지 2호  외2필지(-7-9)","3070000-101-2006-00142","기타","샤브샤브","178.20","돈암제1동","상수도전용","02 9241034"
"3070000","2006","0018","20060615","20060818","(주)한스갤러리앤코","서울특별시 성북구 정릉로10길 127 (정릉동)","서울특별시 성북구 정릉동  918번지 1호  ","3070000-101-2005-00191","경양식","파스타피자스테이크","211.20","정릉제3동","상수도전용","02941 1141"
"3070000","2006","0011","20060615","20060818","이웃사촌","서울특별시 성북구 화랑로 280 (석관동)","서울특별시 성북구 석관동  220번지 1호  ","3070000-101-2003-00731","한식","이웃사촌정식","828.35","석관동","상수도전용","02 9652547"
"3070000","2006","0018","20060615","20060818","(주)한스갤러리앤코","서울특별시 성북구 정릉로10길 127 (정릉동)","서울특별시 성북구 정릉동  918번지 1호  ","3070000-101-2005-00191","경양식","파스타피자스테이크","211.20","정릉제3동","상수도전용","02941 1141"
"3070000","2006","0006","20060614","20060818","선창연가","","서울특별시 성북구 동선동4가  87번지  ","3070000-101-2004-00314","한식","삼합","226.48","동선동","상수도전용","02 9294994"
"3070000","2005","0001","20050715","20050914","춘향골남원추어탕 성북구청점","서울특별시 성북구 보문로 167 (삼선동5가)","서울특별시 성북구 삼선동5가  298번지 10호  ","3070000-101-2003-00476","한식","추어탕","99.00","삼선동","상수도전용","02 9536688"
"3070000","2004","0025","20040707","20040707","등촌샤브칼국수","서울특별시 성북구 개운사길 11 (안암동5가)","서울특별시 성북구 안암동5가  101번지 17호  ","3070000-101-2003-00632","한식","소고기샤브샤브","151.80","안암동","상수도전용","02 9295538"
"3070000","2004","0050","20040707","20040707","거산프라자다원","서울특별시 성북구 종암로 18 (종암동)","서울특별시 성북구 종암동  30번지  ","3070000-101-2003-00252","일식","회정식","255.66","종암동","상수도전용","02 9110346"
"3070000","2004","0019","20040707","20040707","원조마포소금구이","서울특별시 성북구 화랑로40길 55 (석관동)","서울특별시 성북구 석관동  168번지 4호  ","3070000-101-2002-00603","한식","삼겹살","92.40","석관동","","02   9698292"
"3070000","2004","0053","20040707","20040707","반월","서울특별시 성북구 월곡로 29 (종암동)","서울특별시 성북구 종암동  8번지 26호  ","3070000-101-2003-00524","한식","한정식","145.90","종암동","상수도전용","02 9410308"
"3070000","2003","0010","20030825","20030825","봉추찜닭","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","용범이네 인계동껍데기 성신여대점","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","용범이네 인계동껍데기 성신여대점","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","곱도리식당 성신여대점","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","곱도리식당 성신여대점","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","은하수식당","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","은하수식당","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2003","0010","20030825","20030825","봉추찜닭","서울특별시 성북구 동소문로20길 37-22 1층 (동선동1가)","서울특별시 성북구 동선동1가  62번지  ","3070000-101-1998-09514","한식","안동찜닭","82.21","동선동","상수도전용","02 9289381"
"3070000","2002","0005","20021217","20021217","메밀촌","서울특별시 성북구 화랑로25길 17 (상월곡동)","서울특별시 성북구 상월곡동  7번지 153호  ","3070000-101-1993-00289","한식","만두국","97.15","월곡제2동","상수도전용","02  916 2141"
"3070000","2002","0005","20021217","20021217","메밀촌","서울특별시 성북구 화랑로25길 17 (상월곡동)","서울특별시 성북구 상월곡동  7번지 153호  ","3070000-101-1993-00289","한식","만두국","97.15","월곡제2동","상수도전용","02  916 2141"
"3070000","2001","0108","20010601","20010630","금왕돈까스","서울특별시 성북구 성북로 138 (성북동)","서울특별시 성북구 성북동  256번지 2호  ","3070000-101-1994-03626","경양식","돈까스","132.24","성북동","상수도전용","0207642691"
"3070000","2001","0024","20010601","20010630","큰솥감자탕","서울특별시 성북구 동소문로24길 31 (동선동1가1층)","서울특별시 성북구 동선동1가  85번지 38호  1층","3070000-101-1998-02527","한식","돼지갈비","135.00","동선동","상수도전용","02 9212302"
"3070000","2001","0024","20010601","20010630","큰솥감자탕","서울특별시 성북구 동소문로24길 31 (동선동1가1층)","서울특별시 성북구 동선동1가  85번지 38호  1층","3070000-101-1998-02527","한식","돼지갈비","135.00","동선동","상수도전용","02 9212302"
"3070000","2001","0071","20010601","20010630","한강","서울특별시 성북구 창경궁로43길 17 (성북동1가)","서울특별시 성북구 성북동1가  15번지  ","3070000-101-1992-01076","한식","국수","55.27","성북동","상수도전용","02 7474004"
"3070000","2001","0063","20010601","20010630","꿈꾸는이상(주) 갈비명가이상돈암본관","서울특별시 성북구 정릉로 364 (돈암동)","서울특별시 성북구 돈암동  12번지 8호  ","3070000-101-1998-02502","한식","돼지갈비","551.98","돈암제1동","상수도전용","02  925 8700"
"3070000","2001","0069","20010601","20010630","전통설렁탕","서울특별시 성북구 성북로 105 (성북동107-2103)","서울특별시 성북구 성북동  103번지 1호  107-2103","3070000-101-1997-02367","한식","갈비탕","228.98","성북동","상수도전용","02 7472753"
