LOCAL_CODE,Latitude,Longitude
(지번) 봉천동 853-2,37.4804603,126.9534675
(지번) 신림동 1538-7,37.4688244,126.9371410
(지번) 봉천동 1656-26,37.4752761,126.9666982
(지번) 신림동 1518-18,37.4694498,126.9368387
(지번) 신림동 1640-48,37.4832031,126.9295721
(지번) 봉천동 868-23,37.4806343,126.9509993
(지번) 신림동 1637-23,37.4818991,126.9294017
(지번) 봉천동 949-20,37.4844249,126.9378905
(지번) 봉천동 868-1,37.4806704,126.9515335
(지번) 봉천동 1601-29,37.4795220,126.9555103
(지번) 봉천동 861-6,37.4816729,126.9521690
(지번) 신림동 1641-107,37.4834829,126.9299975
(지번) 신림동 1533-14,37.4689721,126.9345233
(지번) 신림동 1587-10,37.4831890,126.9264051
(지번) 봉천동 1686-27,37.4776701,126.9638195
(지번) 신림동 1433-120,37.4843629,126.9269312
(지번) 신림동 1430-50,37.4874915,126.9275404
(지번) 봉천동 1632-6,37.4760692,126.9638161
(지번) 신림동 1639-57,37.4832117,126.9275865
(지번) 봉천동 875-8,37.4813087,126.9496103
(지번) 신림동 1640-1,37.4837562,126.9283745
(지번) 신림동 1433-88,37.4842732,126.9277149
(지번) 신림동 1429-2,37.4891461,126.9275442
(지번) 신림동 1433-32,37.4845467,126.9284400
(지번) 신림동 1433-76,37.4846550,126.9276714
(지번) 남현동 1057-5,37.4759441,126.9764017
(지번) 봉천동 870-2,37.4820410,126.9511790
(지번) 봉천동 1612-43,37.4784018,126.9567632
(지번) 봉천동 883-8,37.4812258,126.9481150
(지번) 봉천동 1625-25,37.4772241,126.9585788
(지번) 봉천동 854-8,37.4794604,126.9532965
(지번) 신림동 1432-71,37.4861107,126.9291736
(지번) 신림동 1637-4,37.4818642,126.9297548
(지번) 신림동 1655-21,37.4824212,126.9015703
(지번) 봉천동 855-3,37.4791152,126.9530163
(지번) 신림동 1639-33,37.4830904,126.9286049
(지번) 봉천동 851-4,37.4828330,126.9542391
(지번) 봉천동 1626-1,37.4778929,126.9575899
(지번) 봉천동 1626-23,37.4777549,126.9585752
(지번) 남현동 1060-10,37.4760656,126.9809952
(지번) 봉천동 1601-29,37.4795220,126.9555103
(지번) 봉천동 1604-8,37.4789063,126.9541833
(지번) 봉천동 1632-5,37.4761163,126.9636961
(지번) 신림동 1427-4,37.4880967,126.9301123
(지번) 신림동 1542-6,37.4684141,126.9373072
(지번) 신림동 1424-11,37.4861360,126.9297372
(지번) 남현동 1061-27,37.4754841,126.9812890
(지번) 봉천동 735-10,37.4909371,126.9263229
(지번) 신림동 1655-6,37.4833854,126.9024260
(지번) 봉천동 863-2,37.4798870,126.9521196
(지번) 봉천동 1666-55,37.4806958,126.9554792
(지번) 신림동 241-5,37.4697723,126.9398605
(지번) 남현동 1056-31,37.4761351,126.9761352
(지번) 신림동 1655-28,37.4820209,126.9012444
(지번) 신림동 110-65,37.4725607,126.9346843
(지번) 봉천동 922-9,37.4816314,126.9446646
(지번) 남현동 1060-2,37.4760192,126.9801363
(지번) 봉천동 19-3,37.4860985,126.9579716
(지번) 봉천동 1602-37,37.4797092,126.9547306
(지번) 신림동 1639-30,37.4833787,126.9284225
(지번) 봉천동 863-14,37.4793915,126.9520471
(지번) 봉천동 860-36,37.4825601,126.9520348
(지번) 봉천동 894-15,37.4813491,126.9466281
(지번) 신림동 1641-26,37.4815075,126.9302402
(지번) 신림동 527-6,37.4824150,126.9159583
(지번) 청룡동 875-1,37.4813001,126.9503370
(지번) 봉천동 1619-18,37.4778084,126.9560956
(지번) 신림동 507-26,37.4829113,126.9186710
(지번) 봉천동 1601-2,37.4802314,126.9541003
(지번) 신림동 1637-20,37.4816425,126.9294581
(지번) 신림동 1438-13,37.4868962,126.9261960
(지번) 남현동 1060-18,37.4760143,126.9803773
(지번) 신림동 1641-23,37.4819007,126.9301966
(지번) 봉천동 1598-18,37.4787605,126.9526134
(지번) 봉천동 1611-21,37.4788118,126.9550801
(지번) 봉천동 869-4,37.4809467,126.9511239
(지번) 신림동 1643,37.4842707,126.9033044
(지번) 남현동 1057-18,37.4760161,126.9769500
(지번) 봉천동 851-33,37.4821473,126.9539012
(지번) 인헌동 1632-1,37.4762415,126.9631744
(지번) 봉천동 1611-3,37.4796006,126.9551304
(지번) 봉천동 911-34,37.4832337,126.9451927
(지번) 봉천동 889-1,37.4846100,126.9469023
(지번) 봉천동 1661-4,37.4778466,126.9608038
(지번) 봉천동 1626-29,37.4774992,126.9586819
(지번) 봉천동 32-2,37.4839573,126.9542168
(지번) 남현동 1060-11,37.4759664,126.9811768
(지번) 봉천동 1612-51,37.4785856,126.9569242
(지번) 봉천동 1664-14,37.4790299,126.9572059
(지번) 신림동 1537-5,37.4691470,126.9365353
(지번) 보라매동 972-4,37.4898715,126.9273189
(지번) 신림동 1639-16,37.4835799,126.9278875
(지번) 신림동 1695,37.4805341,126.9292455
(지번) 봉천동 1601-2,37.4802314,126.9541003
(지번) 봉천동 1666-1,37.4815331,126.9541116
(지번) 봉천동 853-2,37.4804603,126.9534675
(지번) 신림동 116-2,37.4716729,126.9353091
(지번) 신림동 1427-14,37.4878486,126.9295711
(지번) 봉천동 729-21,37.4911100,126.9255935
(지번) 봉천동 1603-3,37.4793214,126.9538116
(지번) 신림동 1433-95,37.4847253,126.9272152
(지번) 신림동 1635-117,37.4793374,126.9293045
(지번) 봉천동 894-16,37.4814523,126.9464317
(지번) 신림동 1655-24,37.4821316,126.9014137
(지번) 봉천동 897-1,37.4805774,126.9462531
(지번) 봉천동 932-11,37.4836019,126.9419420
(지번) 봉천동 895-25,37.4810618,126.9470645
(지번) 봉천동 707-3,37.4914017,126.9277320
(지번) 봉천동 728-61,37.4924183,126.9270644
(지번) 봉천동 1569-4,37.4788934,126.9520162
(지번) 신림동 1640-1,37.4837562,126.9283745
(지번) 대학동 1520-18,37.4696005,126.9356572
(지번) 봉천동 1597-22,37.4774259,126.9527200
(지번) 신림동 1570-5,37.4820667,126.9172554
(지번) 신림동 1419-23,37.4865143,126.9313483
(지번) 봉천동 1601-3,37.4801785,126.9542283
(지번) 봉천동 1601-15,37.4799099,126.9551269
(지번) 신림동 1445-14,37.4896312,126.9225934
(지번) 신림동 1655-19,37.4826205,126.9018024
(지번) 봉천동 1595-8,37.4748356,126.9531463
(지번) 봉천동 1636-20,37.4743223,126.9655407
(지번) 신림동 1423-19,37.4859846,126.9303305
(지번) 신림동 1638-19,37.4828962,126.9295177
(지번) 신림동 514-22,37.4852896,126.9140498
(지번) 신림동 1421-29,37.4851611,126.9299722
(지번) 봉천동 1659-4,37.4770057,126.9629488
(지번) 봉천동 855-11,37.4791173,126.9526952
(지번) 봉천동 1666-23,37.4814190,126.9540614
(지번) 봉천동 15-5,37.4870177,126.9593036
(지번) 봉천동 883-11,37.4812644,126.9477378
(지번) 봉천동 859-17,37.4827355,126.9532389
(지번) 신림동 1533,37.4696688,126.9343478
(지번) 남현동 1059-1,37.4763445,126.9785571
(지번) 봉천동 1671-35,37.4806450,126.9574081
(지번) 봉천동 971-14,37.4895728,126.9283660
(지번) 봉천동 854-13,37.4792572,126.9532641
(지번) 신림동 1638-20,37.4827409,126.9294266
(지번) 봉천동 892-23,37.4830566,126.9470424
(지번) 신림동 246-48,37.4682728,126.9378504
(지번) 봉천동 851-6,37.4826739,126.9540585
(지번) 봉천동 881-18,37.4797264,126.9483851
(지번) 봉천동 1667-5,37.4821918,126.9543247
(지번) 봉천동 50-122,37.4848597,126.9516329
(지번) 봉천동 1602-4,37.4797510,126.9538319
(지번) 봉천동 860-16,37.4825093,126.9526700
(지번) 남현동 1065-3,37.4757716,126.9780349
(지번) 행운동 1666-2,37.4814765,126.9542114
(지번) 신림동 1433-95,37.4847253,126.9272152
(지번) 수유동 563-14,37.6456548,127.0071542
(지번) 수유동 56-45,37.6327712,127.0190517
(지번) 번동 470-1,37.6414470,127.0318985
(지번) 수유동 521-20,37.6400149,127.0118244
(지번) 번동 430-42,37.6357453,127.0350972
(지번) 미아동 127-9,37.6240902,127.0282209
(지번) 수유동 273-65,37.6473920,127.0168170
(지번) 미아동 465-6,37.6131041,127.0290827
(지번) 수유동 596-4,37.6466485,127.0060872
(지번) 수유동 516-62,37.6385062,127.0071396
(지번) 수유동 535-11,37.6435659,127.0038472
(지번) 수유동 221-55,37.6394560,127.0229242
(지번) 수유동 192-3,37.6390622,127.0252594
(지번) 번동 441-28,37.6347075,127.0277858
(지번) 수유동 10-40,37.6384813,127.0225722
(지번) 번동 463-45,37.6401147,127.0283167
(지번) 미아동 54-188,37.6132647,127.0317016
(지번) 수유동 582-12,37.6472208,127.0087793
(지번) 수유동 222-78,37.6398062,127.0236217
(지번) 번동 448-13,37.6349853,127.0243436
(지번) 미아동 61-80,37.6138268,127.0295125
(지번) 수유동 568-14,37.6473365,127.0096957
(지번) 미아동 707-2,37.6183836,127.0251191
(지번) 수유동 224-15,37.6385308,127.0242088
(지번) 번동 415-7,37.6374944,127.0266245
(지번) 수유동 535-362,37.6456682,127.0059188
(지번) 우이동 217-1,37.6667820,127.0104785
(지번) 미아동 460-116,37.6163373,127.0291947
(지번) 번동 464-43,37.6412485,127.0295583
(지번) 미아동 55-46,37.6126576,127.0315560
(지번) 수유동 167-3,37.6439541,127.0283750
(지번) 수유동 182-42,37.6424495,127.0238460
(지번) 미아동 42-11,37.6095733,127.0306328
(지번) 수유동 711-15,37.6472008,127.0212025
(지번) 수유동 174-40,37.6408546,127.0277060
(지번) 수유동 192-61,37.6389005,127.0249181
(지번) 우이동 236,37.6695128,127.0081199
(지번) 수유동 223-2,37.6389866,127.0233263
(지번) 번동 428-90,37.6343221,127.0372737
(지번) 수유동 177-18,37.6409716,127.0259188
(지번) 번동 269-7,37.6280139,127.0434715
(지번) 번동 411-53,37.6358056,127.0285573
(지번) 미아동 54-211,37.6124747,127.0322867
(지번) 송중동 860-29,37.6121418,127.0322558
(지번) 수유동 569-59,37.6467513,127.0107314
(지번) 우이동 216-14,37.6660314,127.0103954
(지번) 수유동 174-37,37.6407696,127.0276152
(지번) 수유동 605-345,37.6407948,127.0155706
(지번) 수유동 177-48,37.6403760,127.0267191
(지번) 수유동 535-17,37.6445582,127.0052390
(지번) 미아동 50-1,37.6115407,127.0333338
(지번) 수유동 192-19,37.6392147,127.0249263
(지번) 수유동 191-38,37.6392779,127.0260505
(지번) 수유동 10-26,37.6386433,127.0225537
(지번) 수유동 178-19,37.6416614,127.0250355
(지번) 우이동 71-15,37.6505276,127.0128347
(지번) 수유동 535-144,37.6434591,127.0036324
(지번) 우이동 234-1,37.6695313,127.0073310
(지번) 수유동 598,37.6457243,127.0041326
(지번) 번동 449-1,37.6356926,127.0238275
(지번) 미아동 54-46,37.6138451,127.0315334
(지번) 수유동 7-17,37.6361230,127.0226598
(지번) 미아동 159-53,37.6346006,127.0246039
(지번) 미아동 54-258,37.6128440,127.0319718
(지번) 수유동 192-35,37.6390617,127.0241953
(지번) 수유동 39-7,37.6417807,127.0221900
(지번) 미아동 125-31,37.6250162,127.0270390
(지번) 미아동 1364,37.6137179,127.0305235
(지번) 미아동 158-10,37.6346406,127.0256584
(지번) 수유동 2-2,37.6375540,127.0226438
(지번) 수유동 221-18,37.6400910,127.0233588
(지번) 수유동 174-35,37.6406819,127.0275177
(지번) 수유동 229-50,37.6377822,127.0240542
(지번) 미아동 303-6,37.6257565,127.0255063
(지번) 미아동 160-9,37.6337457,127.0237025
(지번) 미아동 126-7,37.6229258,127.0278331
(지번) 수유동 산 86-1,37.6432281,127.0020130
(지번) 미아동 54-53,37.6136676,127.0311106
(지번) 수유동 182-34,37.6426033,127.0235680
(지번) 수유동 273-77,37.6474239,127.0161046
(지번) 번동 471-8,37.6408278,127.0325926
(지번) 수유동 174-13,37.6400294,127.0273855
(지번) 수유동 223-39,37.6380308,127.0230882
(지번) 수유동 51-20,37.6315396,127.0227840
(지번) 수유동 229-46,37.6383305,127.0248841
(지번) 우이동 72-78,37.6500798,127.0136440
(지번) 수유동 322-24,37.6452649,127.0158711
(지번) 수유동 188-6,37.6423079,127.0232077
(지번) 미아동 465-45,37.6126668,127.0291474
(지번) 수유동 190-49,37.6398158,127.0261272
(지번) 미아동 44-1,37.6122332,127.0312440
(지번) 번동 418-18,37.6379391,127.0260434
(지번) 번동 433-54,37.6348372,127.0334710
(지번) 미아동 327-3,37.6200338,127.0281689
(지번) 미아동 860-187,37.6129149,127.0307445
(지번) 미아동 55-20,37.6129901,127.0313532
(지번) 수유동 170-30,37.6434364,127.0259404
(지번) 수유동 178-2,37.6423144,127.0241072
(지번) 수유동 223-1,37.6388980,127.0230821
(지번) 수유동 224-28,37.6386986,127.0237333
(지번) 미아동 55-25,37.6131838,127.0308093
(지번) 미아동 682-12,37.6181305,127.0217349
(지번) 미아동 45-8,37.6114515,127.0325050
(지번) 미아동 159-1,37.6346355,127.0251601
(지번) 수유동 191-70,37.6390672,127.0257478
(지번) 우이동 73-102,37.6494128,127.0127878
(지번) 수유동 221-14,37.6402729,127.0233476
(지번) 우이동 282-1,37.6701269,127.0064773
(지번) 수유동 229-26,37.6381958,127.0247383
(지번) 미아동 35-30,37.6118552,127.0307835
(지번) 미아동 75-9,37.6143968,127.0314132
(지번) 수유동 177-49,37.6404637,127.0265346
(지번) 수유동 229-49,37.6379889,127.0242694
(지번) 수유동 567-6,37.6470090,127.0096944
(지번) 미아동 860-107,37.6190109,127.0220975
(지번) 번동 418-13,37.6376464,127.0263712
(지번) 수유동 177-47,37.6404195,127.0268607
(지번) 미아동 54-259,37.6127612,127.0320404
(지번) 수유동 47-69,37.6348100,127.0226308
(지번) 미아동 812-2,37.6184262,127.0211281
(지번) 수유동 535-76,37.6441699,127.0045207
(지번) 우이동 산 79,37.6733718,127.0051925
(지번) 수유동 223-27,37.6386911,127.0235271
(지번) 수유동 251-6,37.6439511,127.0219838
(지번) 미아동 72-14,37.6150565,127.0309723
(지번) 수유동 48-78,37.6342956,127.0206547
(지번) 수유동 273-57,37.6471019,127.0165195
(지번) 수유동 47-2,37.6349352,127.0229531
(지번) 수유동 568-3,37.6475693,127.0098256
(지번) 번동 418-20,37.6381610,127.0262817
(지번) 수유동 191-12,37.6388511,127.0261549
(지번) 송중동 54-257,37.6128111,127.0318483
(지번) 수유동 238-3,37.6437026,127.0219475
(지번) 수유동 191-76,37.6385144,127.0250079
(지번) 번동 462-25,37.6397743,127.0291223
(지번) 수유동 192-61,37.6389005,127.0249181
(지번) 수유동 173-15,37.6415049,127.0289765
(지번) 송천동 322-25,37.6207561,127.0276803
(지번) 수유동 173-15,37.6415049,127.0289765
(지번) 수유동 191-20,37.6383233,127.0253584
(지번) 미아동 121-19,37.6261466,127.0266298
(지번) 미아동 121-47,37.6261507,127.0271613
(지번) 수유동 461-35,37.6336944,127.0152212
(지번) 수유동 659-32,37.6467350,127.0218901
(지번) 미아동 860-294,37.6123532,127.0318396
(지번) 우이동 260-11,37.6582557,127.0024912
(지번) 수유동 192-61,37.6389005,127.0249181
(지번) 미아동 1343-3,37.6197610,127.0184020
(지번) 미아동 55-45,37.6127430,127.0316352
(지번) 수유동 30-7,37.6400446,127.0223430
(지번) 수유동 230-1,37.6376525,127.0232201
(지번) 미아동 70-2,37.6145833,127.0304306
(지번) 수유동 2-41,37.6366242,127.0227462
(지번) 수유동 30-70,37.6391337,127.0225059
(지번) 번동 461-98,37.6390743,127.0285214
(지번) 미아동 465-46,37.6126759,127.0289027
(지번) 미아동 860-24,37.6123654,127.0320161
(지번) 미아동 121-22,37.6256283,127.0268466
(지번) 미아동 87-54,37.6163278,127.0337040
(지번) 번동 428-94,37.6344271,127.0370246
(지번) 수유동 190-18,37.6405171,127.0251311
(지번) 수유동 279-264,37.6479405,127.0138445
(지번) 미아동 465-48,37.6128805,127.0287798
(지번) 수유동 567-7,37.6469596,127.0095551
(지번) 미아동 55-45,37.6127430,127.0316352
(지번) 미아동 55-39,37.6128119,127.0313532
(지번) 미아동 211-7,37.6261611,127.0252312
(지번) 번동 461-127,37.6388968,127.0287948
(지번) 번동 446-8,37.6361257,127.0242101
(지번) 미아동 322-25,37.6207561,127.0276803
(지번) 미아동 777-6,37.6253986,127.0186792
(지번) 미아동 811-9,37.6185638,127.0189040
(지번) 수유동 273-11,37.6466922,127.0170878
(지번) 미아동 75-69,37.6134944,127.0313472
(지번) 수유동 229-49,37.6379889,127.0242694
(지번) 미아동 707-10,37.6184734,127.0246312
(지번) 미아동 75-89,37.6134694,127.0315934
(지번) 번동 446-7,37.6358883,127.0243985
(지번) 수유동 221-23,37.6392736,127.0234553
(지번) 번동 443-80,37.6353288,127.0281396
(지번) 미아동 374-13,37.6174839,127.0284037
(지번) 미아동 55-48,37.6126049,127.0316440
(지번) 미아동 833-36,37.6251865,127.0170525
(지번) 수유동 252-121,37.6443182,127.0229649
(지번) 우이동 292-1,37.6742141,127.0045455
(지번) 수유동 45-1,37.6359077,127.0227040
(지번) 미아동 159-54,37.6345878,127.0244149
(지번) 우이동 산 79-1,37.6737106,127.0050747
(지번) 수유동 273-64,37.6476193,127.0166438
(지번) 번동 464-8,37.6408608,127.0291559
(지번) 번동 526-83,37.6331477,127.0298272
(지번) 수유동 224-14,37.6386952,127.0243661
(지번) 우이동 244-3,37.6716657,127.0055272
(지번) 수유동 175-7,37.6412599,127.0274779
(지번) 수유동 192-14,37.6395689,127.0245275
(지번) 수유동 678-11,37.6457129,127.0240659
(지번) 미아동 55-58,37.6133829,127.0309533
(지번) 수유동 191-78,37.6386256,127.0252507
(지번) 미아동 811,37.6177683,127.0169387
(지번) 수유동 46-19,37.6357644,127.0206156
(지번) 미아동 860-21,37.6111498,127.0330303
(지번) 미아동 160-2,37.6345193,127.0236600
(지번) 수유동 422-13,37.6368276,127.0133843
(지번) 수유동 산 21-6,37.6448658,127.0050588
(지번) 미아동 35-23,37.6124552,127.0307731
(지번) 미아동 35-1,37.6125029,127.0306427
(지번) 번동 417-27,37.6386996,127.0279598
(지번) 수유동 279-48,37.6483759,127.0150495
(지번) 미아동 187-51,37.6317550,127.0249300
(지번) 번동 443-119,37.6355992,127.0281160
(지번) 수유동 191-76,37.6385144,127.0250079
(지번) 미아동 35-27,37.6122899,127.0308309
(지번) 수유동 182-42,37.6424495,127.0238460
(지번) 미아동 860-23,37.6124409,127.0316951
(지번) 수유동 222-65,37.6392105,127.0238629
(지번) 수유동 563-45,37.6459927,127.0078084
(지번) 수유동 221-26,37.6391885,127.0231313
(지번) 수유동 279-80,37.6481864,127.0156685
(지번) 수유동 521-22,37.6401423,127.0113592
(지번) 수유동 177-49,37.6404637,127.0265346
(지번) 미아동 860-256,37.6157316,127.0306773
(지번) 수유동 331-2,37.6443309,127.0157448
(지번) 수유동 252-111,37.6445314,127.0231121
(지번) 번동 105-1,37.6205676,127.0449195
(지번) 수유동 30-25,37.6405609,127.0223169
(지번) 수유동 279-2,37.6478914,127.0142472
(지번) 번동 437-17,37.6344474,127.0301602
(지번) 수유동 177-22,37.6407047,127.0269670
(지번) 미아동 54-174,37.6126907,127.0323944
(지번) 수유동 48-73,37.6342851,127.0208221
(지번) 수유동 2-39,37.6370655,127.0226986
(지번) 수유동 176-57,37.6409251,127.0274276
(지번) 미아동 1345-7,37.6197124,127.0186977
(지번) 번동 448-9,37.6352039,127.0247907
(지번) 수유동 190-9,37.6399833,127.0263067
(지번) 번동 411-103,37.6353842,127.0301356
(지번) 번동 148-496,37.6247273,127.0370997
(지번) 미아동 707-5,37.6184202,127.0248879
(지번) 수유동 30-20,37.6393072,127.0224868
(지번) 수유동 1-66,37.6363986,127.0219776
(지번) 수유동 221-55,37.6394560,127.0229242
(지번) 미아동 72-3,37.6144657,127.0310763
(지번) 미아동 98-4,37.6172460,127.0302896
(지번) 번동 464-17,37.6412901,127.0299323
(지번) 수유동 188-7,37.6421525,127.0234257
(지번) 번동 449-1,37.6356926,127.0238275
(지번) 수유동 30-42,37.6404026,127.0223336
(지번) 번동 446-46,37.6376088,127.0258516
(지번) 수유동 189-49,37.6418976,127.0237440
(지번) 미아동 75-152,37.6146017,127.0313714
(지번) 수유동 175-64,37.6411129,127.0276569
(지번) 미아동 304-38,37.6256286,127.0261031
(지번) 수유동 251-10,37.6439316,127.0221964
(지번) 송중동 54-193,37.6130054,127.0316689
(지번) 우이동 224-42,37.6718569,127.0056366
(지번) 수유동 569-1,37.6474784,127.0104914
(지번) 수유동 229-4,37.6380030,127.0252972
(지번) 미아동 48-9,37.6112261,127.0339077
(지번) 미아동 465-46,37.6126759,127.0289027
(지번) 우이동 186-20,37.6612921,127.0073884
(지번) 수유동 191-13,37.6387661,127.0260709
(지번) 수유동 2-5,37.6368508,127.0227208
(지번) 수유동 535-173,37.6443112,127.0056735
(지번) 수유동 192-61,37.6389005,127.0249181
(지번) 수유동 254-29,37.6455937,127.0193952
(지번) 미아동 54-54,37.6137719,127.0310384
(지번) 수유동 172-208,37.6415885,127.0278392
(지번) 우이동 252,37.6622434,127.0062819
(지번) 미아동 310-52,37.6240695,127.0267007
(지번) 미아동 50-1,37.6115407,127.0333338
(지번) 우이동 산 68-1,37.6607365,126.9937866
(지번) 우이동 157-3,37.6620198,127.0092719
(지번) 번동 410-94,37.6355906,127.0330599
(지번) 우이동 71-14,37.6506173,127.0127850
(지번) 수유동 224-29,37.6388144,127.0237200
(지번) 미아동 860-38,37.6122742,127.0315941
(지번) 수유동 191-53,37.6393274,127.0262117
(지번) 수유동 605-315,37.6411622,127.0190403
(지번) 수유동 56-92,37.6324418,127.0188753
(지번) 수유동 223-5,37.6385001,127.0235557
(지번) 번동 446-46,37.6376088,127.0258516
(지번) 수유동 192-93,37.6400981,127.0253322
(지번) 수유동 166-5,37.6439069,127.0279794
(지번) 수유동 229-49,37.6379889,127.0242694
(지번) 미아동 217-2,37.6303587,127.0236313
(지번) 수유동 39-19,37.6418312,127.0216867
(지번) 미아동 45-9,37.6113657,127.0325533
(지번) 수유동 229-35,37.6381619,127.0250461
(지번) 수유동 189-54,37.6414124,127.0245012
(지번) 수유동 280-38,37.6481651,127.0131114
(지번) 미아동 131-8,37.6215401,127.0283984
(지번) 수유동 535-73,37.6437129,127.0039471
(지번) 우이동 168-1,37.6626563,127.0109474
(지번) 수유동 178-45,37.6417625,127.0248249
(지번) 미아동 775-3,37.6250306,127.0187508
(지번) 수유동 190-45,37.6402973,127.0260617
(지번) 번동 471-1,37.6408562,127.0327749
(지번) 수유동 223-6,37.6378903,127.0232452
(지번) 수유동 563-1,37.6459749,127.0075802
(지번) 수유동 191-77,37.6385598,127.0251633
(지번) 수유동 191-70,37.6390672,127.0257478
(지번) 수유동 568-19,37.6473309,127.0095077
(지번) 시흥동 984,37.4433442,126.9016399
(지번) 가산동 371-37,37.4772387,126.8837523
(지번) 시흥동 115-10,37.4551747,126.8985742
(지번) 시흥동 991,37.4510166,126.9013809
(지번) 가산동 685,37.4654173,126.8874988
(지번) 독산동 152-3,37.4722661,126.8977034
(지번) 가산동 777,37.4827595,126.8829025
(지번) 독산동 160-17,37.4723618,126.8993281
(지번) 가산동 145-24,37.4772697,126.8920454
(지번) 시흥동 903-5,37.4502768,126.9027293
(지번) 독산동 378-436,37.4629647,126.9041757
(지번) 가산동 143-18,37.4768515,126.8905123
(지번) 가산동 87-225,37.4830535,126.8847336
(지번) 가산동 143-20,37.4772677,126.8903208
(지번) 가산동 140-38,37.4779286,126.8896839
(지번) 가산동 145-13,37.4779303,126.8923452
(지번) 시흥동 890-10,37.4516343,126.9021985
(지번) 시흥동 984,37.4433442,126.9016399
(지번) 가산동 140-8,37.4785183,126.8903454
(지번) 시흥동 885-6,37.4538670,126.9029588
(지번) 독산동 162-10,37.4715787,126.9004020
(지번) 가산동 141-14,37.4790307,126.8904969
(지번) 가산동 140-9,37.4783961,126.8905052
(지번) 가산동 60-5,37.4794997,126.8875309
(지번) 가산동 50-3,37.4814022,126.8839275
(지번) 가산동 60-8,37.4775947,126.8890743
(지번) 가산동 60-11,37.4817099,126.8848802
(지번) 독산동 148-32,37.4740051,126.8948382
(지번) 가산동 371-59,37.4787424,126.8816190
(지번) 시흥동 885-10,37.4539210,126.9020377
(지번) 시흥동 903-4,37.4504573,126.9026573
(지번) 가산동 44-1,37.4822727,126.8842942
(지번) 가산동 459-11,37.4820049,126.8815327
(지번) 독산동 1142,37.4670305,126.8941012
(지번) 가산동 143-28,37.4774299,126.8901114
(지번) 독산동 285-23,37.4695213,126.8990560
(지번) 가산동 44-1,37.4822727,126.8842942
(지번) 가산동 140-26,37.4788785,126.8895939
(지번) 시흥동 121,37.4548054,126.8991032
(지번) 가산동 83-1,37.4825478,126.8852037
(지번) 가산동 60-15,37.4803863,126.8841841
(지번) 독산동 1035-1,37.4663048,126.9000398
(지번) 가산동 142-34,37.4778202,126.8917482
(지번) 독산동 1026-15,37.4666936,126.9009157
(지번) 가산동 458-31,37.4803047,126.8791098
(지번) 독산동 291-1,37.4690188,126.8956012
(지번) 시흥동 991-14,37.4503629,126.9018240
(지번) 시흥동 884-1,37.4545844,126.9017245
(지번) 가산동 371-28,37.4799905,126.8825099
(지번) 가산동 60-11,37.4817099,126.8848802
(지번) 가산동 60-69,37.4779470,126.8860581
(지번) 가산동 83-26,37.4824151,126.8852543
(지번) 독산동 144-6,37.4765166,126.8976364
(지번) 시흥동 888-5,37.4532438,126.9022036
(지번) 독산동 293-4,37.4674389,126.8960606
(지번) 시흥동 890-14,37.4513806,126.9022955
(지번) 가산동 60-18,37.4795892,126.8858604
(지번) 가산동 60-15,37.4803863,126.8841841
(지번) 독산4동 196-22,37.4693350,126.9002887
(지번) 독산동 1031-5,37.4660959,126.8981287
(지번) 독산동 291-1,37.4690188,126.8956012
(지번) 시흥동 904-22,37.4488827,126.9032425
(지번) 시흥동 108-62,37.4576495,126.8989652
(지번) 독산동 산 221-3,37.4598565,126.8976707
(지번) 독산동 159-23,37.4716000,126.8987929
(지번) 독산동 292-8,37.4667300,126.8973111
(지번) 가산동 371-28,37.4799905,126.8825099
(지번) 가산동 371-41,37.4807507,126.8806982
(지번) 가산동 36-6,37.4829630,126.8825891
(지번) 독산동 산 221-3,37.4598565,126.8976707
(지번) 시흥동 263-15,37.4503584,126.9123196
(지번) 가산동 60-3,37.4809848,126.8863423
(지번) 가산동 142-39,37.4780070,126.8914230
(지번) 가산동 371-6,37.4801851,126.8810672
(지번) 시흥동 992-47,37.4519108,126.9008033
(지번) 독산동 163-2,37.4711209,126.9022059
(지번) 가산동 145-15,37.4776117,126.8919971
(지번) 독산동 1155,37.4599797,126.8972430
(지번) 독산2동 378-478,37.4628265,126.9047681
(지번) 가산동 459-11,37.4820049,126.8815327
(지번) 시흥동 1031,37.4560181,126.8958834
(지번) 가산동 50-3,37.4814022,126.8839275
(지번) 가산동 140-26,37.4788785,126.8895939
(지번) 독산동 1043,37.4644702,126.9026230
(지번) 독산동 296-16,37.4713077,126.8968346
(지번) 가산동 459-11,37.4820049,126.8815327
(지번) 가산동 39-13,37.4825627,126.8829170
(지번) 독산동 974-25,37.4756291,126.9037826
(지번) 독산동 959,37.4788392,126.9030248
(지번) 시흥동 121-9,37.4547666,126.8993723
(지번) 시흥동 936-5,37.4477823,126.9036838
(지번) 가산동 459-11,37.4820049,126.8815327
(지번) 독산동 293-29,37.4671646,126.8963161
(지번) 가산동 543-1,37.4797553,126.8770409
(지번) 가산동 60-19,37.4794363,126.8845965
(지번) 시흥동 852-30,37.4590722,126.9048849
(지번) 독산동 291-6,37.4693903,126.8969998
(지번) 가산동 83-19,37.4825647,126.8854666
(지번) 가산동 83-13,37.4826812,126.8850906
(지번) 시흥동 889-17,37.4526420,126.9021120
(지번) 독산동 1007,37.4663583,126.8950190
(지번) 시흥동 994-3,37.4542911,126.9002969
(지번) 시흥동 986-4,37.4480367,126.9024595
